Username,Location,Date,Content,Rating,Title,Experience_date
Claudio Mazzola,IT,10 set 2020,AL MOMENTO E ANDATO TUTTO BENE SPERIAMO IN FUTURO,5,AL MOMENTO E ANDATO TUTTO BENE SPERIAMO…,10 settembre 2020
antonio ferrara,IT,10 set 2020,N/A,4,semplice e veloce,10 settembre 2020
Laura Mazzali,IT,10 set 2020,N/A,5,VELOCE E SEMPLICE,10 settembre 2020
Roberto Roccabianca,IT,10 set 2020,"Ottimo sito, molto semplice per procedura. Consigliato!",5,Consigliato!,10 settembre 2020
ERASMO COLUCCI,IT,9 set 2020,Contratti Luce e gas fatti velocecemente!,5,Contratti Luce e gas,09 settembre 2020
marina,IT,9 set 2020,tutto bene grazie al momento poi vedremo le bollette! marina,4,speriamo bene !,09 settembre 2020
francesca,IT,9 set 2020,"Personale efficiente, chiaro e gentile",5,Personale efficiente,09 settembre 2020
Berrettone,IT,8 set 2020,N/A,5,Ottima guida molto semplice,08 settembre 2020
Paolo Fiorio,IT,8 set 2020,Facilita' di comunicazione chiarezza e cortesia,5,Facilita' di comunicazione chiarezza e…,08 settembre 2020
ALBA ASSICURAZIONI,IT,7 set 2020,"volture al nuovo proprietario dell immobile mai fatte,dopo decine di richieste,....si presentano dopo 2 anni con 3000 euro di fatture insolute da pagare....da evitare come la peste",1,volture al nuovo proprietario dell…,07 settembre 2020
Gennaro Di Guida,IT,7 set 2020,"Percorso guidato e semplice.
Meno di 10 minuti per completare tutto",5,Percorso guidato e semplice.,07 settembre 2020
Walter Ricciardi,IT,7 set 2020,N/A,4,Operatrice molto gentile e disponibile.,07 settembre 2020
the feds,IT,7 set 2020,"finora tutto bene, speriamo non ci siano fregature ;)",4,facile e veloce,07 settembre 2020
Roberto V,IT,6 set 2020,Attivato il contratto da Aprile 2020.... tutto ok risparmio effettivo,5,Attivato il contratto da Aprile…,06 settembre 2020
amedeo,IT,6 set 2020,N/A,5,facile e veloce,06 settembre 2020
Antonella Piccione,IT,6 set 2020,N/A,4,semplice e rapida la consiglio,06 settembre 2020
aletheia now,IT,Aggiornata il 4 set 2020,"HO APPENA ATTIVATO IL CONTRATTO, POSITIVO LO SVILUPPO DELLA SEQUENZA, ABBASTANZA CHIARE LE CLAUSULE, MA NON DEL TUTTO. HO ALCUNE PERPLESSITà E DUBBI PER QUESTO HO MESSO TRE STELLE.",3,HO APPENA ATTIVATO IL CONTRATTO,04 settembre 2020
ANDREA MANENTI,IT,4 set 2020,"Sottoscrizione facile e veloce, tutto molto chiaro.",5,Sottoscrizione facile e veloce,04 settembre 2020
Claudia Cipriani,IT,4 set 2020,N/A,5,sito pratico e preciso,04 settembre 2020
Della Torre Mario,IT,4 set 2020,"Bravo l'operatore che mi ha assistito nella stipula contratto, anche con qualche problema di linea telefonica.",4,Bravo l'operatore che mi ha assistito…,04 settembre 2020
Giulio Magnani,IT,4 set 2020,N/A,5,facile e intuitivo,04 settembre 2020
antonio poma,IT,4 set 2020,L'operatore Antonio é stato molto professionale e gentile.,5,L'operatore Antonio é stato molto…,04 settembre 2020
Alfredo Contaldi,IT,4 set 2020,Ho ricevuto assistenza profesionale e molto puntuale,5,Assistenza profesionale,04 settembre 2020
Yana Yanina,IT,4 set 2020,"Delusissima. Tornata dalla vacanza ho trovato contattore spento, con le bollette regolarmente pagate!!!! Ho riprovato di riaccendere alcune volte tra un po' ancora scatta.",1,Delusissima,04 settembre 2020
MICHELA,IT,3 set 2020,N/A,5,Intuitivo e semplice,03 settembre 2020
Francesca Pellistri,IT,3 set 2020,N/A,5,OTTIMO LAVORO,03 settembre 2020
Marina Ferrarini,IT,3 set 2020,"Ho fatto richiesta di attivazione per il servizio Luce. tempo 2 ore e la richiesta mi è stata annullata perchè considerata persona ""non avente requisiti dal punto di vista del credito..."" quindi mi devo affidare ad un altro fornitore.
Io sono sconcertata. Mi chiedo sulla base di cosa vengano fatte queste ""valutazioni"".",1,Richiesta annullata per mancanza requisiti,03 settembre 2020
Andrea,IT,3 set 2020,"Salve,
do una stella semplicemente perchè non ci fanno attivare il servizio luce e gas, siamo due ragazzi lavoratori (entrambi a tempo indeterminato), ma non avendo macchine o case a noi intestate non è possibile attivare l'offerta. Imbarazzante. Andremo dalla concorrenza..",1,Senza parole..,03 settembre 2020
Vincenzo Guerra,IT,3 set 2020,"Chiarezza, gentilezza e professionalità. Grazie Sorgenia grazie Letizia da Bari. Spero vivamente di rimanere vostro cliente",5,ringraziamenti,03 settembre 2020
Diego Venafra,IT,3 set 2020,"Sono bastati pochi minuti e pochissimi click per aderire ad una delle migliori offerte trovate in rete.
Attendo fiducioso la bolletta per verificarne l'effettivo vantaggio rispetto all'ENEL Sanguisuga!",5,Pochi minuti per un'ottima offerta,03 settembre 2020
andrea albergati,IT,2 set 2020,Semplicità e chiarezza! Bravi!,5,Semplicità e chiarezza,02 settembre 2020
Leo Gentile,IT,2 set 2020,"La compilazione dei campi è stata abbastanza agevole con informazioni e dettagli ben illustrati , inoltre avendo utilizzato il link da PAYBACK otterò anche dei punti extra ed Sorgenia mi darà anche un buono AMAZON del valore di 100€ , peccato per la fibra FTTC (Fibra collegata fino alla Cabina) poichè non ho potuto attivarla per la Policy Sorgenia,loro accettano solo le connessione Fibra FTTH (fibra collegata fino a casa) GRAZIE",5,LUCE E GAS,02 settembre 2020
Marzia Giofrè,IT,2 set 2020,N/A,5,VELOCISSIMA FACILE E COMODA,02 settembre 2020
luca rusani,IT,2 set 2020,"FACILE, VELOCE INTUITIVO",5,FACILE,02 settembre 2020
Giulio T.,IT,2 set 2020,Il servizio clienti è stato molto disponibile ed efficiente.,5,Servizio efficiente ed esaustivo.,02 settembre 2020
Roberto Scipioni,IT,1 set 2020,"Ho trovato la sottoscrizione ai servizi, molto veloce e chiara, senza perdite di tempo aspettando telefonate o simili, speriamo che continui ad essere un esperienza positiva",5,Ho trovato la sottoscrizione ai…,01 settembre 2020
Evelina Scali,IT,1 set 2020,Ho chiesto consulenza ad un provider che mi ha indirizzata in base ai miei consumi ed alle mie necessità ad una scelta favorevole per me e per il mio bilancio familiare (io ed i miei gatti..) ho trovato gentilezza e competenza ! Grazie,5,Una piacevole sorpresa sfruttando energie rinnovabili,01 settembre 2020
loredana campisano,IT,1 set 2020,Operatore molto competenze. Spero di aver effettuato un ottima scelta,5,Venditore consigliato,01 settembre 2020
Dario D'Andretta,IT,1 set 2020,"Stipula del contratto GAS in 10 minuti con l'aiuto dell'operatore telefonico ... è bastato inviare tramite web copia della bolletta e si viene seguiti passo passo fino alla firma ( virtuale ) del contratto .
Consigliato anche ( e soprattutto ) per chi non ha dimestichezza con le bollette.",5,contratto GAS,01 settembre 2020
daniele blasi,IT,1 set 2020,"Gentilezza, precisione e trasparenza",5,Gentilezza,01 settembre 2020
Andrea,IT,1 set 2020,N/A,5,Ottimo metodo di sottoscrizione,01 settembre 2020
Alessandro Cagna,IT,31 ago 2020,N/A,5,Rapidità e facilità di comprensione,31 agosto 2020
Claudio Trenca,IT,31 ago 2020,Gentili e disponibili sia a telefono che sui canali social,5,Gentili e disponibili sia a telefono…,31 agosto 2020
Stefanie Schwarzentruber,IT,31 ago 2020,Ho chiesto l'attivazione il 13/07/2020 ed ad oggi sono ancora senza gas...segnalazione su segnalazione...la colpa è del distributore....ma possibile che non si possa risolvere questo problema? Ci vuole la denuncia????,1,Ho chiesto l'attivazione il 13/07/2020…,31 agosto 2020
fabrizio corno,IT,31 ago 2020,"Attivazione semplice, personale molto competente e disponibile.",5,Ottima esperienza,31 agosto 2020
andrea beretta,IT,31 ago 2020,"tutto ottimo
assistenza veloce",5,tutto ottimo,31 agosto 2020
Fabrizio,IT,31 ago 2020,N/A,5,Ottima esperienza d'acquisto,31 agosto 2020
Cliente,IT,30 ago 2020,Al momento tutto perfetto; lo sto suggerendo ad amici; bravi,5,Perfetto,30 agosto 2020
Ekaterina Kuznetcova,IT,30 ago 2020,"VERAMENTE VELOCE E INTUITIVA, PUOI FARE TUTTO DA SOLO.",5,VERAMENTE VELOCE E INTUITIVA,30 agosto 2020
Laura,IT,30 ago 2020,"L'esperienza di migrazione mediante il portale di SORGENIA è positiva , mi aspetto che lo sia anche il rapporto come cliente .",4,L'esperienza di migrazione mediante il…,30 agosto 2020
Rando Laura,IT,30 ago 2020,N/A,5,Ottima offerta,30 agosto 2020
Stefano Dradi,IT,29 ago 2020,N/A,5,SEMPLICE E VELOCE,29 agosto 2020
Roberta,IT,29 ago 2020,"Ciao!!..sono in sorgenia da quasi due anni e devo dire che a livello di costi mi sono sempre trovata bene...ieri x la prima v ho avuto un problema (che poi ho scoperto essere stato causato da me)con il gas..ho chiamato il numero verde e dopo neanche un minuto d attesa m hanno risposto che tempo un h m avrebbero fatto uscire l assistenza...effettivamente trascorsa un h è uscito il tecnico,che è stato super bravo e super disponibile,xché come detto prima la causa del mal funzionamento era stata x una mia ""distrazione""...voglio quindi in un italia che non sempre funziona complimentarmi col centralino col tecnico e con qsta azienda....bravi bravi bravi e grazieeee",5,Ciao!!..sono in sorgenia da quasi due…,29 agosto 2020
Fabio,IT,29 ago 2020,Conosciuti tramite un amico. Procedura per l'attivazione del contratto semplice e portale molto chiaro,4,Conosciuti tramite un amico,29 agosto 2020
Client,FR,28 ago 2020,N/A,5,Molto gentile e disponibile,28 agosto 2020
Samuele,IT,28 ago 2020,Il primo della lista dei risultati nel comparatore prezzi che ho utilizzato. Ho guardato la scheda di confrontabilità nelle condizioni di fornitura ed in effetti è molto conveniente. L'attivazione è stata semplicissima. Per ora tutto eccellente!,5,Promette molto bene,28 agosto 2020
Diego Marchina,IT,28 ago 2020,"Tutto perfetto, veloce attivazione telefonica dell'offerta come da mia richiesta. E' il secondo contratto che faccio con Sorgenia e mi trovo molto bene. Spero che allo scadere dei 12 mesi promozionali venga proposta una nuova tariffa vantaggiosa e scontata.",5,Tutto perfetto,28 agosto 2020
Francesco Patiti,IT,28 ago 2020,N/A,5,Tutto ok.......,28 agosto 2020
Piero Buzzao,IT,28 ago 2020,"Semplice, rapido e soprattutto chiaro!",5,Chiarissimo!,28 agosto 2020
michele sala,IT,27 ago 2020,"Non credevo d trovare un servizio così rapido ed efficiente!
La mia esperienza con SORGENIA è cominciata nel migliore dei modi! Mi auguro che continui così!
Complimenti per la vostra efficienza ... teutonica!
Michele Sala",5,Impatto fantastico con SORGENIA. Nn credevo di trovare un servizio così rapido ed efficiente!…,27 agosto 2020
MAURIZIO CINTI,IT,27 ago 2020,Ho deciso di cambiare fornitore elettricità e gas. L'intero processo è stato veloce e chiaro e con il nuovo fornitore risparmierò il 50% circa delle spese.,5,Pratico e Veloce,27 agosto 2020
Paolo Corghi,IT,27 ago 2020,"Ho trovato la procedura e la modalità di sottoscrizione estremamente rapida, efficiente e trasparente.",5,Efficienza e trasparenza,27 agosto 2020
Giuseppe,IT,27 ago 2020,"Facile, veloce e ben organizzata",5,Facile,27 agosto 2020
Ivano Irrera,IT,26 ago 2020,"L'esperienza di passaggio a questo operatore è stata molto positiva. I ragazzi del servizio clienti sono stati molto gentili e pazienti.
Se non aggiorno questa recensione nei prossimi tempi, significa che anche l'esperienza di fornitura luce e gas è ottima.",5,Esperienza di passaggio ottima,26 agosto 2020
Rita Chiarella Gadaleta,IT,26 ago 2020,"Sottoscrizione all'offerta luce + gas molto semplice e veloce. Prezzi chiari, descrizioni chiare, calcoli trasparenti. Ottimo il simulatore per il calcolo delle future bollette. Complimenti.",5,Sottoscrizione all'offerta luce + gas,26 agosto 2020
andrea alvisi,IT,26 ago 2020,"Compilazione veloce ed intuitiva, ci messo realmente 5 minuti",4,Compilazione veloce ed intuitiva,26 agosto 2020
AURELIA ARGENTINI,IT,26 ago 2020,N/A,5,Operatrice competente e gentile,26 agosto 2020
Giuseppe Casamassima,IT,26 ago 2020,"Ho apprezzato molto la rapidità di svolgimento della pratica, e soprattutto la cordialità e la competenza dell'operatrice che l'ha seguita.",5,Ho apprezzato molto la rapidità di…,26 agosto 2020
Massimiliano,IT,26 ago 2020,Facile e veloce,5,MASSIMILIANO,26 agosto 2020
christian ferrari,IT,26 ago 2020,N/A,5,GENTILEZZA E CORTESIA,26 agosto 2020
cristina,IT,25 ago 2020,"ottimo (almeno per momento)
facile la sottoscrizione sul sito e buoni i prezzi che ho potuto accertare essere veri in quanto ho varie utenze e sono passata a Sorgenia prima con un paio per potere verificare il prezzo totale addebitato",5,ottimo (almeno per momento),25 agosto 2020
Corrado Riva,IT,25 ago 2020,"Gentilissima , mi ha seguito passo passo per la sottoscrizioni di 2 abbonamenti in giorni diversi ad orari a me compatibili .Grazie",5,Sottoscrizione,25 agosto 2020
Marco,IT,25 ago 2020,ho sottoscritto un contratto da un paio di mesi ho ricevuto le prime bollette e si vede un risparmio tangibile rispetto al vecchio fornitore,5,Sorgenia una sorpresa in positivo,25 agosto 2020
Ciro,IT,24 ago 2020,N/A,4,veloce e conveniente,24 agosto 2020
MAURIZIO,IT,24 ago 2020,OFFERTA CONVENIENTE E SOTTOSCRIZIONE DELLE CONDIZIONI FACILI,5,OFFERTA CONVENIENTE E SOTTOSCRIZIONE…,24 agosto 2020
Pigi,IT,24 ago 2020,"Ottima modalità di sottoscrizione; molto utile il caricamento delle bollette precedenti.
Utilissimo il calcolo del potenziale risparmio!",5,Ottima modalità di sottoscrizione,24 agosto 2020
Leo Mincuzzi,IT,24 ago 2020,Processo di sottoscrizione rapidissimo. Lettore automatico della bolletta davvero ottimo.,5,Processo di sottoscrizione rapidissimo,24 agosto 2020
Enzo Azzini,IT,24 ago 2020,"DI FACILE INTUIZIONE, HO AVUTO DUBBI SOLO SU UNA DOMANDA.",4,SORGENIA LUCE E GAS,24 agosto 2020
paolo,IT,24 ago 2020,Tutti dite di aver ricevuto Bonus amazon 100 euro io ho sottoscritto contratto dual il 24/07/20 e non ho ancora ricevuto niente. Ho letto le clausole e ci vogliono 90 gg o siete tutti dipendenti sorgenia o falsa pubblicità. Speriamo bene!!!!,1,Tutti dite di aver ricevuto Bonus…,24 agosto 2020
Laura Irma Elli,IT,24 ago 2020,Processo di sottoscrizione molto veloce e rapido. I dati che non sono così noti alle persone (es POD/PDR etc) sono spiegati ed indicati in maniera a mio avviso chiara.,5,Processo di sottoscrizione molto veloce…,24 agosto 2020
Edoardo Cerini,IT,24 ago 2020,N/A,5,Operatore gentile e professionale,24 agosto 2020
Felicia,IT,24 ago 2020,"FACILE ED INTUITIVO, SPERIAMO RISPECCHI E OTTEMPERI IL CONTRATTO SENZA SORPRESE DI COSTI AGGIUNTIVI",5,FACILE ED INTUITIVO,24 agosto 2020
Enrico Nicoloso,IT,21 ago 2020,N/A,4,l'attivazione è stata facile e veloce,21 agosto 2020
Dario Renzetti,IT,20 ago 2020,N/A,5,registrazione semplice e veloce!,20 agosto 2020
Roberto Rabbolini,IT,20 ago 2020,"Esperienza più che positiva, veloce, chiara, semplice ed economica rispetto ad altre, consiglio.",5,Esperienza più che positiva,20 agosto 2020
frank,IT,20 ago 2020,N/A,5,Semplice e veloce,20 agosto 2020
SALVATORE MERANDA,IT,19 ago 2020,"Ho fatto un confronto tra i vari fornitori, prima per le tariffe applicate e poi per cosa ne pensano le persone sui vari blog. Ne ho scartati molti per lo scarso servizio
e la poca assistenza che offrono.
Alla fine ho scelto Sorgenia.",4,"Doppio confronto su tariffe e blog, scelgo Sorgenia",19 agosto 2020
Isa Saba,IT,19 ago 2020,per ora sono soddisfatta spero che il contratto con voi sia veramente migliore di quello che avevo vedro nei prossimi mesi grazie,3,per ora sono soddisfatta spero che il…,19 agosto 2020
Alessandro,IT,19 ago 2020,N/A,5,sottscrizione semplice e chiara,19 agosto 2020
Luca Calciolari,IT,19 ago 2020,"Gentilissima la persona che mi ha accompagnato nella richiesta e compilazione per il cambio gestore, che prima di iniziare la compilazione del contratto mi ha illustrato tutte le spese ed i costi del passaggio. Credo ci siano tutti i presupposti per una buona continuazione insieme. Grazie",5,Un ottima accoglienza,19 agosto 2020
Olga Sazykina,IT,19 ago 2020,La sottoscrizione è semplice e veloce. Vediamo cosa accade dopo...,5,La sottoscrizione è semplice e veloce,19 agosto 2020
Paolo Cagnin,IT,19 ago 2020,"OPERAZIONE VELOCE,CHIARA E CORTESE.GRAZIE",5,"OPERAZIONE VELOCE,CHIARA E…",19 agosto 2020
Pablo Soldano,AR,18 ago 2020,Tutto OK. E stata molto chiara ed efficiente nelle spiegazione telefoniche la Sra. Silvia.,4,Tutto OK,18 agosto 2020
Nando,IT,18 ago 2020,VEDREMO COME VA.,3,VEDREMO,18 agosto 2020
Vladimir Vetbitskii,IT,18 ago 2020,"Prima volta provo, speriamo e vediamo come si comportano. per momento tutto bene",5,Prima volta provo,18 agosto 2020
GIANLUCA,IT,18 ago 2020,"Ottimo, rapido e disponibile",5,Ottimo,18 agosto 2020
Enrico Berruti,IT,18 ago 2020,"Procedura veloce e chiara.
Complimenti",4,Procedura veloce e chiara.,18 agosto 2020
Hidran arias,IT,18 ago 2020,Registrazione super facile e veloce,5,Registrazione super facile e vRegistrazione super facile e veloceeloce,18 agosto 2020
